x1-coordinate,y1-coordinate,x2-coordinate,y2-coordinate,zone-id
-72.875,40.05,-72.87,40.055,Zone_10_325
-72.87,40.05,-72.865,40.055,Zone_10_326
-72.865,40.05,-72.86,40.055,Zone_10_327
-72.86,40.05,-72.855,40.055,Zone_10_328
-72.855,40.05,-72.85,40.055,Zone_10_329
-72.85,40.05,-72.845,40.055,Zone_10_330
-72.845,40.05,-72.84,40.055,Zone_10_331
-72.84,40.05,-72.835,40.055,Zone_10_332
-72.835,40.05,-72.83,40.055,Zone_10_333
-72.83,40.05,-72.825,40.055,Zone_10_334
-72.825,40.05,-72.82,40.055,Zone_10_335
-72.82,40.05,-72.815,40.055,Zone_10_336
-72.815,40.05,-72.81,40.055,Zone_10_337
-72.81,40.05,-72.805,40.055,Zone_10_338
-72.805,40.05,-72.8,40.055,Zone_10_339
-72.8,40.05,-72.795,40.055,Zone_10_340
-72.795,40.05,-72.79,40.055,Zone_10_341
-72.79,40.05,-72.785,40.055,Zone_10_342
-72.785,40.05,-72.78,40.055,Zone_10_343
-72.78,40.05,-72.775,40.055,Zone_10_344
-72.775,40.05,-72.77,40.055,Zone_10_345
-72.77,40.05,-72.765,40.055,Zone_10_346
-72.765,40.05,-72.76,40.055,Zone_10_347
-72.76,40.05,-72.755,40.055,Zone_10_348
-72.755,40.05,-72.75,40.055,Zone_10_349
-72.75,40.05,-72.745,40.055,Zone_10_350
-72.745,40.05,-72.74,40.055,Zone_10_351
-72.74,40.05,-72.735,40.055,Zone_10_352
-72.735,40.05,-72.73,40.055,Zone_10_353
-72.73,40.05,-72.725,40.055,Zone_10_354
-72.725,40.05,-72.72,40.055,Zone_10_355
-72.72,40.05,-72.715,40.055,Zone_10_356
-72.715,40.05,-72.71,40.055,Zone_10_357
-72.71,40.05,-72.705,40.055,Zone_10_358
-72.705,40.05,-72.7,40.055,Zone_10_359
-72.7,40.05,-72.695,40.055,Zone_10_360
-72.695,40.05,-72.69,40.055,Zone_10_361
-72.69,40.05,-72.685,40.055,Zone_10_362
-72.685,40.05,-72.68,40.055,Zone_10_363
-72.68,40.05,-72.675,40.055,Zone_10_364
-72.675,40.05,-72.67,40.055,Zone_10_365
-72.67,40.05,-72.665,40.055,Zone_10_366
-72.665,40.05,-72.66,40.055,Zone_10_367
-72.66,40.05,-72.655,40.055,Zone_10_368
-72.655,40.05,-72.65,40.055,Zone_10_369
-72.65,40.05,-72.645,40.055,Zone_10_370
-72.645,40.05,-72.64,40.055,Zone_10_371
-72.64,40.05,-72.635,40.055,Zone_10_372
-72.635,40.05,-72.63,40.055,Zone_10_373
-72.63,40.05,-72.625,40.055,Zone_10_374
-72.625,40.05,-72.62,40.055,Zone_10_375
-72.62,40.05,-72.615,40.055,Zone_10_376
-72.615,40.05,-72.61,40.055,Zone_10_377
-72.61,40.05,-72.605,40.055,Zone_10_378
-72.605,40.05,-72.6,40.055,Zone_10_379
-72.6,40.05,-72.595,40.055,Zone_10_380
-72.595,40.05,-72.59,40.055,Zone_10_381
-72.59,40.05,-72.585,40.055,Zone_10_382
-72.585,40.05,-72.58,40.055,Zone_10_383
-72.58,40.05,-72.575,40.055,Zone_10_384
-72.575,40.05,-72.57,40.055,Zone_10_385
-72.57,40.05,-72.565,40.055,Zone_10_386
-72.565,40.05,-72.56,40.055,Zone_10_387
-72.56,40.05,-72.555,40.055,Zone_10_388
-72.555,40.05,-72.55,40.055,Zone_10_389
-72.55,40.05,-72.545,40.055,Zone_10_390
-72.545,40.05,-72.54,40.055,Zone_10_391
-72.54,40.05,-72.535,40.055,Zone_10_392
-72.535,40.05,-72.53,40.055,Zone_10_393
-72.53,40.05,-72.525,40.055,Zone_10_394
-72.525,40.05,-72.52,40.055,Zone_10_395
-72.52,40.05,-72.515,40.055,Zone_10_396
-72.515,40.05,-72.51,40.055,Zone_10_397
-72.51,40.05,-72.505,40.055,Zone_10_398
-72.505,40.05,-72.5,40.055,Zone_10_399
-72.5,40.05,-72.495,40.055,Zone_10_400
-72.495,40.05,-72.49,40.055,Zone_10_401
-72.49,40.05,-72.485,40.055,Zone_10_402
-72.485,40.05,-72.48,40.055,Zone_10_403
-72.48,40.05,-72.475,40.055,Zone_10_404
-72.475,40.05,-72.47,40.055,Zone_10_405
-72.47,40.05,-72.465,40.055,Zone_10_406
-72.465,40.05,-72.46,40.055,Zone_10_407
-72.46,40.05,-72.455,40.055,Zone_10_408
-72.455,40.05,-72.45,40.055,Zone_10_409
-72.45,40.05,-72.445,40.055,Zone_10_410
-72.445,40.05,-72.44,40.055,Zone_10_411
-72.44,40.05,-72.435,40.055,Zone_10_412
-72.435,40.05,-72.43,40.055,Zone_10_413
-72.43,40.05,-72.425,40.055,Zone_10_414
-72.425,40.05,-72.42,40.055,Zone_10_415
-72.42,40.05,-72.415,40.055,Zone_10_416
-72.415,40.05,-72.41,40.055,Zone_10_417
-72.41,40.05,-72.405,40.055,Zone_10_418
-72.405,40.05,-72.4,40.055,Zone_10_419
-72.4,40.05,-72.395,40.055,Zone_10_420
-72.395,40.05,-72.39,40.055,Zone_10_421
-72.39,40.05,-72.385,40.055,Zone_10_422
-72.385,40.05,-72.38,40.055,Zone_10_423
-72.38,40.05,-72.375,40.055,Zone_10_424
-72.375,40.05,-72.37,40.055,Zone_10_425
-72.37,40.05,-72.365,40.055,Zone_10_426
-72.365,40.05,-72.36,40.055,Zone_10_427
-72.36,40.05,-72.355,40.055,Zone_10_428
-72.355,40.05,-72.35,40.055,Zone_10_429
-72.35,40.05,-72.345,40.055,Zone_10_430
-72.345,40.05,-72.34,40.055,Zone_10_431
-72.34,40.05,-72.335,40.055,Zone_10_432
-72.335,40.05,-72.33,40.055,Zone_10_433
-72.33,40.05,-72.325,40.055,Zone_10_434
-72.325,40.05,-72.32,40.055,Zone_10_435
-72.32,40.05,-72.315,40.055,Zone_10_436
-72.315,40.05,-72.31,40.055,Zone_10_437
-72.31,40.05,-72.305,40.055,Zone_10_438
-72.305,40.05,-72.3,40.055,Zone_10_439
-72.3,40.05,-72.295,40.055,Zone_10_440
-72.295,40.05,-72.29,40.055,Zone_10_441
-72.29,40.05,-72.285,40.055,Zone_10_442
-72.285,40.05,-72.28,40.055,Zone_10_443
-72.28,40.05,-72.275,40.055,Zone_10_444
-72.275,40.05,-72.27,40.055,Zone_10_445
-72.27,40.05,-72.265,40.055,Zone_10_446
-72.265,40.05,-72.26,40.055,Zone_10_447
-72.26,40.05,-72.255,40.055,Zone_10_448
-72.255,40.05,-72.25,40.055,Zone_10_449
-72.25,40.05,-72.245,40.055,Zone_10_450
-72.245,40.05,-72.24,40.055,Zone_10_451
-72.24,40.05,-72.235,40.055,Zone_10_452
-72.235,40.05,-72.23,40.055,Zone_10_453
-72.23,40.05,-72.225,40.055,Zone_10_454
-72.225,40.05,-72.22,40.055,Zone_10_455
-72.22,40.05,-72.215,40.055,Zone_10_456
-72.215,40.05,-72.21,40.055,Zone_10_457
-72.21,40.05,-72.205,40.055,Zone_10_458
-72.205,40.05,-72.2,40.055,Zone_10_459
-72.2,40.05,-72.195,40.055,Zone_10_460
-72.195,40.05,-72.19,40.055,Zone_10_461
-72.19,40.05,-72.185,40.055,Zone_10_462
-72.185,40.05,-72.18,40.055,Zone_10_463
-72.18,40.05,-72.175,40.055,Zone_10_464
-72.175,40.05,-72.17,40.055,Zone_10_465
-72.17,40.05,-72.165,40.055,Zone_10_466
-72.165,40.05,-72.16,40.055,Zone_10_467
-72.16,40.05,-72.155,40.055,Zone_10_468
-72.155,40.05,-72.15,40.055,Zone_10_469
-72.15,40.05,-72.145,40.055,Zone_10_470
-72.145,40.05,-72.14,40.055,Zone_10_471
-72.14,40.05,-72.135,40.055,Zone_10_472
-72.135,40.05,-72.13,40.055,Zone_10_473
-72.13,40.05,-72.125,40.055,Zone_10_474
-72.125,40.05,-72.12,40.055,Zone_10_475
-72.12,40.05,-72.115,40.055,Zone_10_476
-72.115,40.05,-72.11,40.055,Zone_10_477
-72.11,40.05,-72.105,40.055,Zone_10_478
-72.105,40.05,-72.1,40.055,Zone_10_479
-72.1,40.05,-72.095,40.055,Zone_10_480
-72.095,40.05,-72.09,40.055,Zone_10_481
-72.09,40.05,-72.085,40.055,Zone_10_482
-72.085,40.05,-72.08,40.055,Zone_10_483
-72.08,40.05,-72.075,40.055,Zone_10_484
-72.075,40.05,-72.07,40.055,Zone_10_485
-72.07,40.05,-72.065,40.055,Zone_10_486
-72.065,40.05,-72.06,40.055,Zone_10_487
-72.06,40.05,-72.055,40.055,Zone_10_488
-72.055,40.05,-72.05,40.055,Zone_10_489
-72.05,40.05,-72.045,40.055,Zone_10_490
-72.045,40.05,-72.04,40.055,Zone_10_491
-72.04,40.05,-72.035,40.055,Zone_10_492
-72.035,40.05,-72.03,40.055,Zone_10_493
-72.03,40.05,-72.025,40.055,Zone_10_494
-72.025,40.05,-72.02,40.055,Zone_10_495
-72.02,40.05,-72.015,40.055,Zone_10_496
-72.015,40.05,-72.01,40.055,Zone_10_497
-72.01,40.05,-72.005,40.055,Zone_10_498
-72.005,40.05,-72.0,40.055,Zone_10_499
-74.5,40.055,-74.495,40.06,Zone_11_0
-74.495,40.055,-74.49,40.06,Zone_11_1
-74.49,40.055,-74.485,40.06,Zone_11_2
-74.485,40.055,-74.48,40.06,Zone_11_3
-74.48,40.055,-74.475,40.06,Zone_11_4
-74.475,40.055,-74.47,40.06,Zone_11_5
-74.47,40.055,-74.465,40.06,Zone_11_6
-74.465,40.055,-74.46,40.06,Zone_11_7
-74.46,40.055,-74.455,40.06,Zone_11_8
-74.455,40.055,-74.45,40.06,Zone_11_9
-74.45,40.055,-74.445,40.06,Zone_11_10
-74.445,40.055,-74.44,40.06,Zone_11_11
-74.44,40.055,-74.435,40.06,Zone_11_12
-74.435,40.055,-74.43,40.06,Zone_11_13
-74.43,40.055,-74.425,40.06,Zone_11_14
-74.425,40.055,-74.42,40.06,Zone_11_15
-74.42,40.055,-74.415,40.06,Zone_11_16
-74.415,40.055,-74.41,40.06,Zone_11_17
-74.41,40.055,-74.405,40.06,Zone_11_18
-74.405,40.055,-74.4,40.06,Zone_11_19
-74.4,40.055,-74.395,40.06,Zone_11_20
-74.395,40.055,-74.39,40.06,Zone_11_21
-74.39,40.055,-74.385,40.06,Zone_11_22
-74.385,40.055,-74.38,40.06,Zone_11_23
-74.38,40.055,-74.375,40.06,Zone_11_24
-74.375,40.055,-74.37,40.06,Zone_11_25
-74.37,40.055,-74.365,40.06,Zone_11_26
-74.365,40.055,-74.36,40.06,Zone_11_27
-74.36,40.055,-74.355,40.06,Zone_11_28
-74.355,40.055,-74.35,40.06,Zone_11_29
-74.35,40.055,-74.345,40.06,Zone_11_30
-74.345,40.055,-74.34,40.06,Zone_11_31
-74.34,40.055,-74.335,40.06,Zone_11_32
-74.335,40.055,-74.33,40.06,Zone_11_33
-74.33,40.055,-74.325,40.06,Zone_11_34
-74.325,40.055,-74.32,40.06,Zone_11_35
-74.32,40.055,-74.315,40.06,Zone_11_36
-74.315,40.055,-74.31,40.06,Zone_11_37
-74.31,40.055,-74.305,40.06,Zone_11_38
-74.305,40.055,-74.3,40.06,Zone_11_39
-74.3,40.055,-74.295,40.06,Zone_11_40
-74.295,40.055,-74.29,40.06,Zone_11_41
-74.29,40.055,-74.285,40.06,Zone_11_42
-74.285,40.055,-74.28,40.06,Zone_11_43
-74.28,40.055,-74.275,40.06,Zone_11_44
-74.275,40.055,-74.27,40.06,Zone_11_45
-74.27,40.055,-74.265,40.06,Zone_11_46
-74.265,40.055,-74.26,40.06,Zone_11_47
-74.26,40.055,-74.255,40.06,Zone_11_48
-74.255,40.055,-74.25,40.06,Zone_11_49
-74.25,40.055,-74.245,40.06,Zone_11_50
-74.245,40.055,-74.24,40.06,Zone_11_51
-74.24,40.055,-74.235,40.06,Zone_11_52
-74.235,40.055,-74.23,40.06,Zone_11_53
-74.23,40.055,-74.225,40.06,Zone_11_54
-74.225,40.055,-74.22,40.06,Zone_11_55
-74.22,40.055,-74.215,40.06,Zone_11_56
-74.215,40.055,-74.21,40.06,Zone_11_57
-74.21,40.055,-74.205,40.06,Zone_11_58
-74.205,40.055,-74.2,40.06,Zone_11_59
-74.2,40.055,-74.195,40.06,Zone_11_60
-74.195,40.055,-74.19,40.06,Zone_11_61
-74.19,40.055,-74.185,40.06,Zone_11_62
-74.185,40.055,-74.18,40.06,Zone_11_63
-74.18,40.055,-74.175,40.06,Zone_11_64
-74.175,40.055,-74.17,40.06,Zone_11_65
-74.17,40.055,-74.165,40.06,Zone_11_66
-74.165,40.055,-74.16,40.06,Zone_11_67
-74.16,40.055,-74.155,40.06,Zone_11_68
-74.155,40.055,-74.15,40.06,Zone_11_69
-74.15,40.055,-74.145,40.06,Zone_11_70
-74.145,40.055,-74.14,40.06,Zone_11_71
-74.14,40.055,-74.135,40.06,Zone_11_72
-74.135,40.055,-74.13,40.06,Zone_11_73
-74.13,40.055,-74.125,40.06,Zone_11_74
-74.125,40.055,-74.12,40.06,Zone_11_75
-74.12,40.055,-74.115,40.06,Zone_11_76
-74.115,40.055,-74.11,40.06,Zone_11_77
-74.11,40.055,-74.105,40.06,Zone_11_78
-74.105,40.055,-74.1,40.06,Zone_11_79
-74.1,40.055,-74.095,40.06,Zone_11_80
-74.095,40.055,-74.09,40.06,Zone_11_81
-74.09,40.055,-74.085,40.06,Zone_11_82
-74.085,40.055,-74.08,40.06,Zone_11_83
-74.08,40.055,-74.075,40.06,Zone_11_84
-74.075,40.055,-74.07,40.06,Zone_11_85
-74.07,40.055,-74.065,40.06,Zone_11_86
-74.065,40.055,-74.06,40.06,Zone_11_87
-74.06,40.055,-74.055,40.06,Zone_11_88
-74.055,40.055,-74.05,40.06,Zone_11_89
-74.05,40.055,-74.045,40.06,Zone_11_90
-74.045,40.055,-74.04,40.06,Zone_11_91
-74.04,40.055,-74.035,40.06,Zone_11_92
-74.035,40.055,-74.03,40.06,Zone_11_93
-74.03,40.055,-74.025,40.06,Zone_11_94
-74.025,40.055,-74.02,40.06,Zone_11_95
-74.02,40.055,-74.015,40.06,Zone_11_96
-74.015,40.055,-74.01,40.06,Zone_11_97
-74.01,40.055,-74.005,40.06,Zone_11_98
-74.005,40.055,-74.0,40.06,Zone_11_99
-74.0,40.055,-73.995,40.06,Zone_11_100
-73.995,40.055,-73.99,40.06,Zone_11_101
-73.99,40.055,-73.985,40.06,Zone_11_102
-73.985,40.055,-73.98,40.06,Zone_11_103
-73.98,40.055,-73.975,40.06,Zone_11_104
-73.975,40.055,-73.97,40.06,Zone_11_105
-73.97,40.055,-73.965,40.06,Zone_11_106
-73.965,40.055,-73.96,40.06,Zone_11_107
-73.96,40.055,-73.955,40.06,Zone_11_108
-73.955,40.055,-73.95,40.06,Zone_11_109
-73.95,40.055,-73.945,40.06,Zone_11_110
-73.945,40.055,-73.94,40.06,Zone_11_111
-73.94,40.055,-73.935,40.06,Zone_11_112
-73.935,40.055,-73.93,40.06,Zone_11_113
-73.93,40.055,-73.925,40.06,Zone_11_114
-73.925,40.055,-73.92,40.06,Zone_11_115
-73.92,40.055,-73.915,40.06,Zone_11_116
-73.915,40.055,-73.91,40.06,Zone_11_117
-73.91,40.055,-73.905,40.06,Zone_11_118
-73.905,40.055,-73.9,40.06,Zone_11_119
-73.9,40.055,-73.895,40.06,Zone_11_120
-73.895,40.055,-73.89,40.06,Zone_11_121
-73.89,40.055,-73.885,40.06,Zone_11_122
-73.885,40.055,-73.88,40.06,Zone_11_123
-73.88,40.055,-73.875,40.06,Zone_11_124
-73.875,40.055,-73.87,40.06,Zone_11_125
-73.87,40.055,-73.865,40.06,Zone_11_126
-73.865,40.055,-73.86,40.06,Zone_11_127
-73.86,40.055,-73.855,40.06,Zone_11_128
-73.855,40.055,-73.85,40.06,Zone_11_129
-73.85,40.055,-73.845,40.06,Zone_11_130
-73.845,40.055,-73.84,40.06,Zone_11_131
-73.84,40.055,-73.835,40.06,Zone_11_132
-73.835,40.055,-73.83,40.06,Zone_11_133
-73.83,40.055,-73.825,40.06,Zone_11_134
-73.825,40.055,-73.82,40.06,Zone_11_135
-73.82,40.055,-73.815,40.06,Zone_11_136
-73.815,40.055,-73.81,40.06,Zone_11_137
-73.81,40.055,-73.805,40.06,Zone_11_138
-73.805,40.055,-73.8,40.06,Zone_11_139
-73.8,40.055,-73.795,40.06,Zone_11_140
-73.795,40.055,-73.79,40.06,Zone_11_141
-73.79,40.055,-73.785,40.06,Zone_11_142
-73.785,40.055,-73.78,40.06,Zone_11_143
-73.78,40.055,-73.775,40.06,Zone_11_144
-73.775,40.055,-73.77,40.06,Zone_11_145
-73.77,40.055,-73.765,40.06,Zone_11_146
-73.765,40.055,-73.76,40.06,Zone_11_147
-73.76,40.055,-73.755,40.06,Zone_11_148
-73.755,40.055,-73.75,40.06,Zone_11_149
-73.75,40.055,-73.745,40.06,Zone_11_150
-73.745,40.055,-73.74,40.06,Zone_11_151
-73.74,40.055,-73.735,40.06,Zone_11_152
-73.735,40.055,-73.73,40.06,Zone_11_153
-73.73,40.055,-73.725,40.06,Zone_11_154
-73.725,40.055,-73.72,40.06,Zone_11_155
-73.72,40.055,-73.715,40.06,Zone_11_156
-73.715,40.055,-73.71,40.06,Zone_11_157
-73.71,40.055,-73.705,40.06,Zone_11_158
-73.705,40.055,-73.7,40.06,Zone_11_159
-73.7,40.055,-73.695,40.06,Zone_11_160
-73.695,40.055,-73.69,40.06,Zone_11_161
-73.69,40.055,-73.685,40.06,Zone_11_162
-73.685,40.055,-73.68,40.06,Zone_11_163
-73.68,40.055,-73.675,40.06,Zone_11_164
-73.675,40.055,-73.67,40.06,Zone_11_165
-73.67,40.055,-73.665,40.06,Zone_11_166
-73.665,40.055,-73.66,40.06,Zone_11_167
-73.66,40.055,-73.655,40.06,Zone_11_168
-73.655,40.055,-73.65,40.06,Zone_11_169
-73.65,40.055,-73.645,40.06,Zone_11_170
-73.645,40.055,-73.64,40.06,Zone_11_171
-73.64,40.055,-73.635,40.06,Zone_11_172
-73.635,40.055,-73.63,40.06,Zone_11_173
-73.63,40.055,-73.625,40.06,Zone_11_174
-73.625,40.055,-73.62,40.06,Zone_11_175
-73.62,40.055,-73.615,40.06,Zone_11_176
-73.615,40.055,-73.61,40.06,Zone_11_177
-73.61,40.055,-73.605,40.06,Zone_11_178
-73.605,40.055,-73.6,40.06,Zone_11_179
-73.6,40.055,-73.595,40.06,Zone_11_180
-73.595,40.055,-73.59,40.06,Zone_11_181
-73.59,40.055,-73.585,40.06,Zone_11_182
-73.585,40.055,-73.58,40.06,Zone_11_183
-73.58,40.055,-73.575,40.06,Zone_11_184
-73.575,40.055,-73.57,40.06,Zone_11_185
-73.57,40.055,-73.565,40.06,Zone_11_186
-73.565,40.055,-73.56,40.06,Zone_11_187
-73.56,40.055,-73.555,40.06,Zone_11_188
-73.555,40.055,-73.55,40.06,Zone_11_189
-73.55,40.055,-73.545,40.06,Zone_11_190
-73.545,40.055,-73.54,40.06,Zone_11_191
-73.54,40.055,-73.535,40.06,Zone_11_192
-73.535,40.055,-73.53,40.06,Zone_11_193
-73.53,40.055,-73.525,40.06,Zone_11_194
-73.525,40.055,-73.52,40.06,Zone_11_195
-73.52,40.055,-73.515,40.06,Zone_11_196
-73.515,40.055,-73.51,40.06,Zone_11_197
-73.51,40.055,-73.505,40.06,Zone_11_198
-73.505,40.055,-73.5,40.06,Zone_11_199
-73.5,40.055,-73.495,40.06,Zone_11_200
-73.495,40.055,-73.49,40.06,Zone_11_201
-73.49,40.055,-73.485,40.06,Zone_11_202
-73.485,40.055,-73.48,40.06,Zone_11_203
-73.48,40.055,-73.475,40.06,Zone_11_204
-73.475,40.055,-73.47,40.06,Zone_11_205
-73.47,40.055,-73.465,40.06,Zone_11_206
-73.465,40.055,-73.46,40.06,Zone_11_207
-73.46,40.055,-73.455,40.06,Zone_11_208
-73.455,40.055,-73.45,40.06,Zone_11_209
-73.45,40.055,-73.445,40.06,Zone_11_210
-73.445,40.055,-73.44,40.06,Zone_11_211
-73.44,40.055,-73.435,40.06,Zone_11_212
-73.435,40.055,-73.43,40.06,Zone_11_213
-73.43,40.055,-73.425,40.06,Zone_11_214
-73.425,40.055,-73.42,40.06,Zone_11_215
-73.42,40.055,-73.415,40.06,Zone_11_216
-73.415,40.055,-73.41,40.06,Zone_11_217
-73.41,40.055,-73.405,40.06,Zone_11_218
-73.405,40.055,-73.4,40.06,Zone_11_219
-73.4,40.055,-73.395,40.06,Zone_11_220
-73.395,40.055,-73.39,40.06,Zone_11_221
-73.39,40.055,-73.385,40.06,Zone_11_222
-73.385,40.055,-73.38,40.06,Zone_11_223
-73.38,40.055,-73.375,40.06,Zone_11_224
-73.375,40.055,-73.37,40.06,Zone_11_225
-73.37,40.055,-73.365,40.06,Zone_11_226
-73.365,40.055,-73.36,40.06,Zone_11_227
-73.36,40.055,-73.355,40.06,Zone_11_228
-73.355,40.055,-73.35,40.06,Zone_11_229
-73.35,40.055,-73.345,40.06,Zone_11_230
-73.345,40.055,-73.34,40.06,Zone_11_231
-73.34,40.055,-73.335,40.06,Zone_11_232
-73.335,40.055,-73.33,40.06,Zone_11_233
-73.33,40.055,-73.325,40.06,Zone_11_234
-73.325,40.055,-73.32,40.06,Zone_11_235
-73.32,40.055,-73.315,40.06,Zone_11_236
-73.315,40.055,-73.31,40.06,Zone_11_237
-73.31,40.055,-73.305,40.06,Zone_11_238
-73.305,40.055,-73.3,40.06,Zone_11_239
-73.3,40.055,-73.295,40.06,Zone_11_240
-73.295,40.055,-73.29,40.06,Zone_11_241
-73.29,40.055,-73.285,40.06,Zone_11_242
-73.285,40.055,-73.28,40.06,Zone_11_243
-73.28,40.055,-73.275,40.06,Zone_11_244
-73.275,40.055,-73.27,40.06,Zone_11_245
-73.27,40.055,-73.265,40.06,Zone_11_246
-73.265,40.055,-73.26,40.06,Zone_11_247
-73.26,40.055,-73.255,40.06,Zone_11_248
-73.255,40.055,-73.25,40.06,Zone_11_249
-73.25,40.055,-73.245,40.06,Zone_11_250
-73.245,40.055,-73.24,40.06,Zone_11_251
-73.24,40.055,-73.235,40.06,Zone_11_252
-73.235,40.055,-73.23,40.06,Zone_11_253
-73.23,40.055,-73.225,40.06,Zone_11_254
-73.225,40.055,-73.22,40.06,Zone_11_255
-73.22,40.055,-73.215,40.06,Zone_11_256
-73.215,40.055,-73.21,40.06,Zone_11_257
-73.21,40.055,-73.205,40.06,Zone_11_258
-73.205,40.055,-73.2,40.06,Zone_11_259
-73.2,40.055,-73.195,40.06,Zone_11_260
-73.195,40.055,-73.19,40.06,Zone_11_261
-73.19,40.055,-73.185,40.06,Zone_11_262
-73.185,40.055,-73.18,40.06,Zone_11_263
-73.18,40.055,-73.175,40.06,Zone_11_264
-73.175,40.055,-73.17,40.06,Zone_11_265
-73.17,40.055,-73.165,40.06,Zone_11_266
-73.165,40.055,-73.16,40.06,Zone_11_267
-73.16,40.055,-73.155,40.06,Zone_11_268
-73.155,40.055,-73.15,40.06,Zone_11_269
-73.15,40.055,-73.145,40.06,Zone_11_270
-73.145,40.055,-73.14,40.06,Zone_11_271
-73.14,40.055,-73.135,40.06,Zone_11_272
-73.135,40.055,-73.13,40.06,Zone_11_273
-73.13,40.055,-73.125,40.06,Zone_11_274
-73.125,40.055,-73.12,40.06,Zone_11_275
-73.12,40.055,-73.115,40.06,Zone_11_276
-73.115,40.055,-73.11,40.06,Zone_11_277
-73.11,40.055,-73.105,40.06,Zone_11_278
-73.105,40.055,-73.1,40.06,Zone_11_279
-73.1,40.055,-73.095,40.06,Zone_11_280
-73.095,40.055,-73.09,40.06,Zone_11_281
-73.09,40.055,-73.085,40.06,Zone_11_282
-73.085,40.055,-73.08,40.06,Zone_11_283
-73.08,40.055,-73.075,40.06,Zone_11_284
-73.075,40.055,-73.07,40.06,Zone_11_285
-73.07,40.055,-73.065,40.06,Zone_11_286
-73.065,40.055,-73.06,40.06,Zone_11_287
-73.06,40.055,-73.055,40.06,Zone_11_288
-73.055,40.055,-73.05,40.06,Zone_11_289
-73.05,40.055,-73.045,40.06,Zone_11_290
-73.045,40.055,-73.04,40.06,Zone_11_291
-73.04,40.055,-73.035,40.06,Zone_11_292
-73.035,40.055,-73.03,40.06,Zone_11_293
-73.03,40.055,-73.025,40.06,Zone_11_294
-73.025,40.055,-73.02,40.06,Zone_11_295
-73.02,40.055,-73.015,40.06,Zone_11_296
-73.015,40.055,-73.01,40.06,Zone_11_297
-73.01,40.055,-73.005,40.06,Zone_11_298
-73.005,40.055,-73.0,40.06,Zone_11_299
-73.0,40.055,-72.995,40.06,Zone_11_300
-72.995,40.055,-72.99,40.06,Zone_11_301
-72.99,40.055,-72.985,40.06,Zone_11_302
-72.985,40.055,-72.98,40.06,Zone_11_303
-72.98,40.055,-72.975,40.06,Zone_11_304
-72.975,40.055,-72.97,40.06,Zone_11_305
-72.97,40.055,-72.965,40.06,Zone_11_306
-72.965,40.055,-72.96,40.06,Zone_11_307
-72.96,40.055,-72.955,40.06,Zone_11_308
-72.955,40.055,-72.95,40.06,Zone_11_309
-72.95,40.055,-72.945,40.06,Zone_11_310
-72.945,40.055,-72.94,40.06,Zone_11_311
-72.94,40.055,-72.935,40.06,Zone_11_312
-72.935,40.055,-72.93,40.06,Zone_11_313
-72.93,40.055,-72.925,40.06,Zone_11_314
-72.925,40.055,-72.92,40.06,Zone_11_315
-72.92,40.055,-72.915,40.06,Zone_11_316
-72.915,40.055,-72.91,40.06,Zone_11_317
-72.91,40.055,-72.905,40.06,Zone_11_318
-72.905,40.055,-72.9,40.06,Zone_11_319
-72.9,40.055,-72.895,40.06,Zone_11_320
-72.895,40.055,-72.89,40.06,Zone_11_321
-72.89,40.055,-72.885,40.06,Zone_11_322
-72.885,40.055,-72.88,40.06,Zone_11_323
-72.88,40.055,-72.875,40.06,Zone_11_324
-72.875,40.055,-72.87,40.06,Zone_11_325
-72.87,40.055,-72.865,40.06,Zone_11_326
-72.865,40.055,-72.86,40.06,Zone_11_327
-72.86,40.055,-72.855,40.06,Zone_11_328
-72.855,40.055,-72.85,40.06,Zone_11_329
-72.85,40.055,-72.845,40.06,Zone_11_330
-72.845,40.055,-72.84,40.06,Zone_11_331
-72.84,40.055,-72.835,40.06,Zone_11_332
-72.835,40.055,-72.83,40.06,Zone_11_333
-72.83,40.055,-72.825,40.06,Zone_11_334
-72.825,40.055,-72.82,40.06,Zone_11_335
-72.82,40.055,-72.815,40.06,Zone_11_336
-72.815,40.055,-72.81,40.06,Zone_11_337
-72.81,40.055,-72.805,40.06,Zone_11_338
-72.805,40.055,-72.8,40.06,Zone_11_339
-72.8,40.055,-72.795,40.06,Zone_11_340
-72.795,40.055,-72.79,40.06,Zone_11_341
-72.79,40.055,-72.785,40.06,Zone_11_342
-72.785,40.055,-72.78,40.06,Zone_11_343
-72.78,40.055,-72.775,40.06,Zone_11_344
-72.775,40.055,-72.77,40.06,Zone_11_345
-72.77,40.055,-72.765,40.06,Zone_11_346
-72.765,40.055,-72.76,40.06,Zone_11_347
-72.76,40.055,-72.755,40.06,Zone_11_348
-72.755,40.055,-72.75,40.06,Zone_11_349
-72.75,40.055,-72.745,40.06,Zone_11_350
-72.745,40.055,-72.74,40.06,Zone_11_351
-72.74,40.055,-72.735,40.06,Zone_11_352
-72.735,40.055,-72.73,40.06,Zone_11_353
-72.73,40.055,-72.725,40.06,Zone_11_354
-72.725,40.055,-72.72,40.06,Zone_11_355
-72.72,40.055,-72.715,40.06,Zone_11_356
-72.715,40.055,-72.71,40.06,Zone_11_357
-72.71,40.055,-72.705,40.06,Zone_11_358
-72.705,40.055,-72.7,40.06,Zone_11_359
-72.7,40.055,-72.695,40.06,Zone_11_360
-72.695,40.055,-72.69,40.06,Zone_11_361
